ID,vdw,vdw_attr,vdw_rep,elec,elec_sr_attr,elec_lr_attr,elec_sr_rep,elec_lr_rep,hbp_ss,solv,sasa,acp,RMSD
1DFJ,45,-65.24,2351.31,909.63,-1210.96,-4084.81,1078.49,4730.51,-8.81,-108.76,-281.71,22.79,5.91
1DFJ,57,-74.44,4490.52,1034.15,-1181.52,-3552.3,1130.05,4294.5,-6.38,-144.16,-278.89,10.34,8.93
1DFJ,40,-58.08,2105.83,1091.7,-725.34,-3765.52,684.19,4264.29,-4.67,-100.74,-274.22,14.92,8.53
1DFJ,21,-38.05,643.43,1037.43,-766.59,-3384.97,736.99,4116.21,-1.99,-58.72,-284.08,14.13,7.44
1DFJ,94,-96.19,6391.43,1053.01,-1943.53,-4959.38,1843.21,6150.54,-11.86,-184.29,-267.9,38.38,5.11
1DFJ,146,-130.33,11900.67,1175.81,-2153.87,-4911.86,2075.9,6633.41,-12.92,-239.72,-278,28.02,4.56
1DFJ,50,-70.21,2908.56,1228.66,-1327.82,-3652.08,1303.61,4728.18,-5.09,-118.91,-277.24,25.41,6.91
1DFJ,46,-65.76,3309.68,1033.42,-1371.99,-3833.46,1301.51,4982.62,-7.82,-116.66,-282.92,19.92,5.98
1DFJ,49,-59.32,3230.12,1132.34,-1073.34,-3506.7,1058,4484.32,-6.27,-102.11,-290.46,16.05,7.48
1DFJ,54,-68.93,3516.5,883.49,-1415.07,-4049.97,1351.71,4532.79,-6.3,-119.17,-269.61,24.96,5.68
1DFJ,22,-59.91,1469.87,1128,-955.15,-3652.29,948.81,4672.61,-4.52,-89.2,-279.69,17.85,5.7
1DFJ,33,-44.86,1824.79,780.43,-537.05,-3579.18,515.36,3492.81,-1.51,-62.74,-292.47,8.05,7.56
1DFJ,41,-67.54,1810.25,1238.65,-1154.02,-4154.97,1092.69,5714.18,-10.38,-107.29,-277.97,16.9,8.54
1DFJ,54,-49.89,2791.43,769.93,-888.62,-4470.76,772.86,4767.66,-0.9,-95.87,-281.78,15.5,5.98
1DFJ,43,-52.22,1633.09,1037.99,-941.94,-3567.79,896.18,4630.61,-4.37,-93.36,-285.56,9.25,6.31
1DFJ,132,-117.35,8975.92,1280.63,-2080.43,-4913.54,1942.33,6138.82,-13.9,-215.85,-286.15,25.36,2.57
1DFJ,17,-34.78,212,905.19,-434.82,-3479.28,383.26,4366.08,-1.18,-51.34,-295.83,6.2,7.87
1DFJ,75,-90.17,8645.99,1198.8,-1495.17,-4787.46,1419.99,5945.52,-4.51,-181.65,-283.8,30.33,3.2
1DFJ,66,-82.76,5380.38,1431.62,-1447.2,-3698.2,1441.04,4718.06,-7.97,-144.52,-286.33,20.03,7.7
1DFJ,55,-86.55,3150,1087.05,-1701.07,-4773.12,1638.25,5812.25,-7.06,-157.49,-264.13,33.9,8.96
1DFJ,38,-49.96,2667.49,897.77,-794.23,-4172.59,829.08,4657.66,-1.62,-84.94,-292.97,16.79,7.05
1DFJ,31,-54.69,1212.96,1156.68,-901.53,-3476.08,902.06,4303.44,-3.94,-85.12,-276.19,13.45,8.16
1DFJ,136,-158.85,6458.17,1216.56,-2847.91,-5286.45,2709.84,6531.68,-16.44,-262.56,-276.15,34.21,2.63
1DFJ,33,-64.94,1703.55,1117.43,-1070.16,-3763.67,1038.21,4528.9,-7.63,-100.84,-273.35,15.23,6.79
1DFJ,69,-78.38,6086.51,1399.47,-1478.76,-3394.38,1445.61,4116.17,-9.55,-152.58,-274.29,22.04,8.43
1DFJ,111,-135.39,6963.76,1199.12,-2653.67,-5213.82,2497.59,6557.18,-14.71,-243.08,-271.96,40.44,2.79
1DFJ,37,-68.58,4205.46,1109.65,-1008.02,-3773.04,984.53,4990.01,-4.79,-128.64,-279.79,16.22,6.1
1DFJ,48,-64.48,5942.19,933.31,-948.97,-3405.54,877.1,3262.46,-3.77,-106.48,-295.64,12.33,8.38
1DFJ,65,-76.04,6227.28,1411.51,-1516.29,-3408.65,1446.87,4149.96,-4.03,-140.8,-276.87,21.71,8.6
1DFJ,44,-78.26,3735.13,1345.54,-1166.18,-4334.92,1151.29,6071.35,-6.78,-131.33,-285.59,15.53,8.05
1DFJ,27,-72.6,1076.96,904.63,-904.92,-4086.21,884.83,4022.1,-2.81,-99.49,-289.6,15.66,8.13
1DFJ,93,-94.3,3773.57,1146.43,-1604.2,-4608.61,1500.61,5907.3,-7.97,-164.15,-283.37,27.07,4.11
1DFJ,50,-76.86,3258.29,1077.5,-1530.55,-4602.8,1439.81,5817.92,-9.09,-140.16,-272.18,30.25,5.14
1DFJ,44,-61.46,2446.13,965.6,-1149.84,-3599,1060.16,4911.41,-6.11,-104.87,-264.5,23.95,8.65
1DFJ,143,-113.68,10397.53,1295.81,-1958.94,-4676.36,1799.22,6257.65,-12.07,-210.05,-298.08,22.97,2.77
1DFJ,29,-38.62,758.79,872.75,-644.82,-3837.9,607.94,5011.74,-1.19,-61.89,-286.46,12.9,8.85
1DFJ,94,-70.23,10731.55,1102.08,-1388.57,-3656.67,1376.61,4623.05,-6.47,-163.99,-285.96,17.11,6.85
1DFJ,53,-71.47,3810.18,988.64,-942.11,-4412.91,864.92,5357.12,-4.05,-114.28,-276.68,16.61,5.24
1DFJ,127,-142.16,7478.33,1186.09,-2405.24,-5176.12,2186.07,6252.85,-12.07,-239.6,-287.51,32.49,2.81
1DFJ,100,-95.42,6339.69,1019.54,-1453.97,-4002.38,1479.03,4265.97,-7.32,-450.1,-285.36,11.85,6.98
1DFJ,66,-78.6,6082.48,976.18,-1355.27,-4236.82,1273.4,5377.65,-6.72,-154.78,-288.67,19.8,3.98
1DFJ,76,-85.83,4925.64,1030.49,-1673.89,-3870.12,1618.76,5249.14,-7.84,-149.11,-280.77,26.32,8.18
1DFJ,106,-124.31,7073.01,1040.95,-2010.54,-4528.16,1883.33,5196.39,-11.69,-206.3,-279.41,18.93,5.21
1DFJ,43,-76.8,2639.69,975.33,-1126.98,-4118.91,1102,4082.41,-7.11,-119.59,-285.84,19.29,6.29
1DFJ,134,-145.83,9683.04,1225.2,-2713.7,-5375.98,2537.72,6543.16,-13.75,-257.16,-276.22,43.98,3.36
1DFJ,26,-37.4,2199.42,906.39,-630.01,-4116.5,540.94,5124.36,-1.31,-71.46,-283.48,12.52,6.13
1DFJ,66,-82.7,6816.87,1117.07,-1423.51,-4222.05,1435.66,5429.17,-3.6,-160.36,-269.61,32.84,6.11
1DFJ,135,-133.99,7466.13,1189.04,-2051.15,-5149.78,1971.5,5557.48,-13.5,-220.52,-284.61,19.95,3.66
1DFJ,34,-49.91,3561.56,844.61,-706.66,-3137.32,614.14,3054.13,-3.18,-81.86,-291.78,13.15,8.68
1DFJ,101,-99.24,9236.2,1165.66,-1578.06,-4602.8,1524.27,6114.85,-8.83,-180.32,-292.57,25.01,3.32
1DFJ,28,-37.32,651.86,954.56,-478.26,-2874.32,479.35,3260.86,-3.85,-50.64,-299.27,5.98,8.17
1DFJ,29,-74.35,621.89,1399.7,-1356.21,-3529.09,1415.31,4689.01,-11.22,-112.45,-268.26,21.03,8.71
1DFJ,31,-67.21,2271.09,849.82,-786.19,-4001.72,779.58,3868.68,-6.28,-98.13,-289.07,18.74,8.58
1DFJ,70,-56.42,3402.86,1134.78,-1019.67,-3265.94,957.64,3928.78,-3.36,-101.62,-282.75,16.2,8.29
1DFJ,134,-135.63,11815.13,1189.63,-2566.49,-5261.76,2377.66,6401.69,-14.3,-249.52,-274.01,39.25,3.13
1DFJ,48,-78.26,3734.34,1317.75,-1338.22,-3897.88,1298.64,5083.4,-9.08,-131.16,-270.05,23.48,6.53
1DFJ,47,-65.28,4932.44,1157.83,-1126.77,-4182.83,1094.58,5182.56,-4.34,-117.28,-281.76,26.2,5.75
1DFJ,74,-77.46,4881.76,1460.78,-1389.5,-3432.81,1405.17,4433.08,-6.26,-139.1,-276.96,20.37,8.95
1DFJ,34,-53.89,912.98,967.8,-916.28,-4171.51,904.18,5244.89,-4.66,-86.14,-290.41,10.16,7.49
1DFJ,77,-86.46,6456.23,1087.35,-1381.87,-4561.22,1285.89,5444.76,-6.58,-159.14,-285.29,16.72,4.01
1DFJ,54,-51.18,2782.39,1002.22,-824.14,-3099.47,764.36,3851.72,-3.39,-91.85,-289.61,10.89,7.71
1DFJ,61,-72.38,4861.06,1028.98,-1024.23,-4493.99,966.46,5906.17,-6.72,-121.44,-289.31,12.09,7.51
1DFJ,20,-42.47,830.26,844.77,-575.07,-3755.99,604.34,3912.65,-3.76,-64.3,-288.99,10.4,8.98
1DFJ,44,-56.72,2756.22,1024.96,-1005.73,-4572.72,969.39,5566.62,-6.89,-100.54,-278.79,27.36,5.34
1DFJ,54,-70.39,3391.75,1031.38,-1292.74,-3848.26,1174.21,5074.58,-7.78,-121.45,-286.44,24.71,5.08
1DFJ,147,-118.01,8726,1199.74,-1938.9,-4637.84,1778.13,6195.47,-9.8,-213.75,-288.62,23.24,2.55
1DFJ,24,-51.44,722.45,937.86,-742.23,-3858.86,675.32,3761.73,-5.05,-75.95,-282.75,12.53,7.7
1DFJ,83,-75.45,6453.77,1049.58,-1324.81,-3654.34,1267.4,4733.16,-5.38,-133.39,-285.7,16.84,6.78
1DFJ,143,-98.69,12083.3,1216.2,-1855.12,-4262.71,1836.07,5500.44,-8.11,-209.73,-286.34,24.34,4.18
1DFJ,80,-98.9,5636.63,1241.19,-1781.84,-4765.28,1724.94,5820.54,-6.85,-173.33,-271.23,37.65,4.3
1DFJ,27,-34.66,709.22,759.36,-444.32,-3872.73,403.08,4215.56,-2.73,-56.59,-284.75,10.09,8.28
1DFJ,61,-77.73,5292.19,1337.87,-1272.84,-3618.4,1300.99,4893.66,-6.43,-140.35,-279.84,24.94,7.95
1DFJ,78,-91.92,4905.36,1175.56,-1321.55,-3777.77,1332.96,4408.85,-7.23,-160.22,-280.14,9.71,8.06
1DFJ,17,-41.88,393.07,853.98,-811.56,-4529.68,739.92,4983.74,-4.32,-69.63,-279.04,15.79,5.01
1DFJ,19,-44.86,423.19,1022.62,-763.16,-3905.48,762.41,5023.48,-6.4,-69,-284.86,14.73,6.58
1DFJ,37,-54.3,1206.41,994.25,-899.04,-4132.76,805.14,5164.52,-2.64,-89.95,-289.54,14.13,4.1
1DFJ,124,-124.83,11377.75,1203.66,-2036.52,-5120.71,1951.01,6024.36,-8.36,-245.3,-282.11,22.83,2.59
1DFJ,49,-65.29,3783.2,760.88,-936.29,-4133.4,868.46,3701.66,-4.52,-114.8,-281.31,15.85,8.64
1DFJ,24,-46.03,655.83,1138.61,-713.51,-4136.79,746.21,5209.55,-3.34,-69.82,-281.58,20.95,7.35
1DFJ,66,-75.48,2586.25,988.54,-1335.68,-4201.73,1251.53,5414.82,-9.21,-134.85,-276.4,15.59,6.68
1DFJ,32,-58.81,1827.94,923.14,-886.95,-4366.64,833.46,4940.23,-4.16,-95.08,-281.77,22.98,5.66
1DFJ,37,-47.12,2156.68,996.29,-750.64,-4273.59,718.33,4763.28,-3.67,-85.83,-270.63,17.38,8.33
1DFJ,31,-55.9,2177.68,939.41,-819.62,-3470.55,790.97,4110.24,-3.32,-89.93,-290.2,5.05,8.62
1DFJ,51,-73.12,1065.06,1122.78,-1375.2,-4456.09,1290.2,5779.17,-6.11,-124.68,-285.93,25.83,3.42
1DFJ,65,-52.66,8124.12,797.32,-878.12,-4329.1,783.36,4791.97,-2.22,-123.47,-281.3,14.1,6.01
1DFJ,52,-57.24,2762.72,1121.92,-858.16,-3170.98,848.64,3860.36,-3.95,-87.6,-286.48,12.82,7.71
1DFJ,79,-79.06,4452.32,1064.82,-1337.58,-4310.4,1203.46,5393.28,-7.35,-138.33,-282.41,19.49,4.2
1DFJ,114,-87.13,11999.07,1076.58,-1307.58,-4148.32,1297.38,5817.36,-7.22,-188.38,-282.45,9.23,8.42
1DFJ,41,-40.82,2096.07,1009.5,-754.28,-3126.17,708.97,3810.62,-4.43,-75.31,-285.61,13.48,7.97
1DFJ,55,-94.88,4319.93,1198.84,-1690.51,-4057.67,1601.85,5386.52,-8.6,-186.99,-284.2,32.42,5.07
1DFJ,61,-90.49,3072.31,972.72,-1400.7,-4533.03,1277.63,5223.85,-6.15,-148.87,-275.97,18.79,4.41
1DFJ,51,-95.08,1488.91,1086.14,-1549.94,-4757.08,1428.93,5708.04,-8.18,-148.12,-280.31,23.16,3.26
1DFJ,59,-67.81,2492.17,1075.7,-1145.28,-4436.68,1058.29,5741.22,-7.85,-115.15,-297.04,18.12,3.55
1DFJ,63,-85.82,4519.77,1164.92,-1370.04,-4065.32,1383.39,5048.17,-8.75,-144.24,-273.81,16.72,6.29
1DFJ,39,-56.37,1117.67,962.82,-922.48,-4048.38,854.01,5486.94,-4.52,-90.04,-280.65,14.68,7.66
1DFJ,39,-54.18,3741.86,868.95,-731.15,-3240.03,643.12,3167.05,-2.9,-86.48,-296.25,9.19,8.31
1DFJ,38,-56.87,1592.37,1037.23,-877.73,-4316.56,821.25,5207.01,-4.06,-90.89,-292.46,19.63,3.66
1DFJ,78,-105.82,4128.95,1236.13,-1451.5,-4887.53,1358.15,6638.12,-8.76,-163.92,-288.1,24.29,4.89
1DFJ,42,-60.42,2424.77,884.6,-1016.55,-3535.95,916.9,3319.41,-7.47,-92.49,-295.46,15.5,8.57
1DFJ,53,-56.96,2267.64,1181.97,-1171.15,-3783.22,1162.6,4658.52,-3.62,-99.29,-287.2,21.09,7.64
1DFJ,22,-37.79,909.79,883.07,-646.46,-3750.22,565.42,3617.79,-3.04,-67.16,-279.36,15.23,8.62
1DFJ,66,-73.5,7173.26,1403.63,-1326.19,-3662.68,1360.93,4758.03,-11.89,-134.82,-287.63,17.5,7.59
1DFJ,19,-23.5,1393.16,725.42,-378.47,-3287.7,297.08,3111.77,-2.24,-35.97,-298.93,4.65,8.61
1DFJ,20,-54.78,835.08,1063.47,-922.15,-3251.87,877.16,4351.48,-4.14,-91.71,-268.19,12.5,7.54
1DFJ,56,-59.14,5118.28,1032.24,-1083.29,-4006.14,966.22,5230.52,0,-112.78,-290.42,20.45,4.58
1DFJ,42,-65.05,1596.77,1079.44,-1173.39,-3826.74,1108.96,4913.75,-6.95,-113.2,-282.05,15.02,5.13
1DFJ,25,-51.82,625.25,1019.56,-764.03,-4194.95,747.61,5282.76,-4.7,-71.6,-301.48,7.98,6.87
1DFJ,14,-34.32,290.5,957.72,-608.44,-3049.81,580.82,4120.18,-2.09,-59.98,-280.33,4.61,8.1
1DFJ,20,-56.2,300.98,910.28,-728.43,-3841.11,754.06,4095.46,-4.59,-76.97,-290.02,11.27,8.18
1DQJ,23,-57.43,774.27,709.78,-934.39,-13940.17,912.22,2348.09,-3.35,-85.48,-284.4,14.32,2.48
1DQJ,48,-69.31,2510.93,689.56,-1280.98,-18684.1,1283.21,2412.51,-6.33,-112.44,-289.55,9.06,2.13
1DQJ,42,-68.7,2254.36,686.27,-1384.66,-18334.89,1379.86,2392.93,-6.68,-116.4,-286.77,10.73,2.31
1DQJ,34,-63.47,2394.94,698.38,-1171.22,-19270.34,1220.68,2387.79,-7.05,-100.86,-289.1,9.38,2.12
1DQJ,43,-54.37,1932.63,681.74,-1069.1,-16011.86,1051.25,2398.95,-5.27,-107.22,-293.26,7.89,2.43
1DQJ,77,-79.15,3545.99,728.8,-1303.42,-14036.99,1264.34,2414.77,-3.38,-130.78,-286.88,16.03,2.37
1DQJ,44,-57.82,1570.76,670.64,-914.94,-14219.53,906.57,2438.74,-3.65,-88.74,-296.35,8.63,2.5
1DQJ,51,-73.85,2272.58,721.96,-1180.01,-14250.32,1144.4,2438.79,-2.84,-116.73,-286,16.44,2.23
1DQJ,67,-79.33,3643.41,715.5,-1362.88,-15729.26,1374.23,2569.51,-6.83,-124.77,-286.91,11.01,2.45
1DQJ,61,-66.24,3423.86,700.28,-1036.73,-19113.98,1074.95,2406.28,-5.82,-108.38,-293.08,8.1,2.22
1DQJ,53,-69.77,4220.94,704.53,-1236.27,-17359.71,1284.04,2412.28,-6.66,-117.58,-290.65,10.17,2.21
1DQJ,61,-65.67,4347.4,723.74,-1056.32,-13682.92,1052.2,2528.2,-3.78,-108.96,-290.93,8.86,2.46
1DQJ,47,-65.63,3564.69,689.77,-1206.75,-17962.75,1241.68,2426.82,-5.57,-115.52,-291.29,10.09,2.21
1DQJ,66,-78.26,4244.58,738.91,-1419.22,-15135.69,1418.86,2575.24,-7.13,-137.27,-285.6,13.68,2.26
1DQJ,88,-95.12,5110.09,747.41,-1677.44,-17338.05,1708.49,2576.97,-6.75,-158.49,-288.65,11.74,2.15
1DQJ,56,-67.39,3098.94,685.5,-1125.36,-15783.42,1153.82,2455.05,-4.5,-113.67,-297.81,6.55,2.49
1DQJ,76,-68.51,4164.19,701.92,-1191.32,-18020.79,1199.05,2403.8,-6.15,-119.98,-291.66,9.27,2.06
1DQJ,71,-71.05,4151.53,718.61,-1314.27,-16613.13,1345.64,2535.45,-5.83,-128.28,-287.01,14.77,2.13
1DQJ,80,-75.61,4998.23,743.72,-1159.29,-17608.5,1156.94,2493.16,-3.93,-124.43,-291.22,15.08,1.63
1DQJ,76,-80.29,4361.57,732.21,-1409.7,-17027.63,1437.65,2520.26,-5.09,-136.74,-289.19,10.72,1.81
1DQJ,79,-84.02,5242.91,720.27,-1176.82,-14087.53,1185.84,2536.35,-5.81,-135.28,-292.68,10.27,2.27
1DQJ,87,-80.15,4809.25,736.8,-1545.41,-17518.55,1555.1,2494.34,-7.33,-135.53,-290.28,7.87,1.99
1DQJ,92,-94.59,6595.68,740.26,-1836.17,-17756.38,1824.43,2589.89,-9.58,-177.18,-287.49,13.32,2.43
1DQJ,107,-99.76,5226.36,793.16,-1804.02,-16735.06,1811.16,2600.8,-9.46,-171.04,-285.72,10.03,2.18
1DQJ,82,-78.37,3689.03,727.72,-1669.91,-19816.07,1683.33,2531.94,-8.21,-140.43,-288.99,13.69,2.43
1DQJ,40,-54.04,2514.4,678.32,-958.51,-20326.82,1000.84,2394.13,-5.36,-93.03,-291.7,9.75,2.34
1DQJ,81,-74.8,6317.8,688.12,-1094.03,-15951.72,1101.26,2455.59,-6,-133.09,-296.63,7.12,2.29
1DQJ,100,-90.66,5822.77,772.49,-1529.33,-15441.86,1553,2596.33,-8.81,-154.02,-284.41,10.72,2.45
1DQJ,67,-75.54,4545.75,724.57,-1504.88,-17980.92,1500.21,2506.47,-6.78,-130.79,-288.77,12.11,2.16
1DQJ,86,-79.99,7198.28,745.48,-1175.34,-15222.78,1170.6,2538.02,-5.21,-132.05,-290.93,13.48,1.63
1DQJ,105,-77.28,7567.95,696.18,-1085.9,-14195.85,1071.71,2398.34,-3.6,-124.83,-297.05,6.4,2.42
1DQJ,71,-83.55,6115.48,781.94,-1517.19,-16736.25,1554.32,2540.34,-7.4,-147.47,-284.48,11.48,2.4
1DQJ,112,-98.93,7819.84,771.01,-1727.01,-16297.45,1767.78,2657.08,-7.84,-207.6,-284.53,12.16,2.22
1DQJ,122,-102.08,9341.97,744.07,-1960.07,-18459.61,2006.84,2558.92,-10,-200.26,-287.55,12.7,2.11
1DQJ,53,-72.18,6847.84,753.16,-1150.7,-37336.83,1137.14,2667.38,-5.13,-119.69,-294.82,6.61,6.33
1DQJ,17,-52.44,175.14,721.43,-1025.1,-12189.21,989.02,2015.16,-4.56,-75.85,-288.03,10.8,7.81
1DQJ,57,-70.7,3500.83,691.4,-1045.69,-29843.12,1096.81,2680.54,-3.72,-104.12,-294.28,7.87,6.15
1DQJ,42,-65.51,2129.51,788.01,-1336.36,-12863.36,1313.75,2421.82,-4.96,-102.26,-283.56,15.54,7.24
1DQJ,83,-85.52,3945.09,740.19,-1796.52,-43780.6,1818.33,3093.83,-9.06,-150.55,-293.3,12.76,5.68
1DQJ,60,-82.98,2846.81,795.04,-1345.16,-51325.64,1381.24,2398.96,-7.61,-135.93,-297.14,1.26,7.85
1DQJ,82,-73.88,5038.25,650.41,-1421.88,-23638.1,1439.68,2652.48,-3.43,-156.07,-298.66,4.01,6.69
1DQJ,58,-65.76,3612.84,667.07,-1369.22,-16882.74,1369.83,2366.33,-7.04,-110.05,-290.42,9.98,7.95
1DQJ,40,-49.8,1964.08,679.28,-897.28,-18907.5,916.97,1987.06,-4.06,-79.75,-295.93,-1.8,5.73
1DQJ,53,-60.28,4837.89,744.01,-1029.5,-50892.54,1029.58,2063.91,-3.52,-105.77,-295.41,0.27,8.4
1DQJ,50,-56.94,2095.39,695.95,-866.2,-24756.33,955.75,1816.02,-4.74,-85.95,-298.95,-2.23,7.74
1DQJ,66,-71.67,5078.35,699.81,-1209.3,-28076.9,1221.15,2704.62,-4.41,-132.17,-293.75,3.14,7.68
1DQJ,53,-57.84,2949.6,648.52,-1035.09,-12285.56,986.17,2528.97,-5.81,-108.69,-285.79,10.9,8.56
1DQJ,164,-128.22,11571.34,778.85,-2011.44,-16381.32,2085.97,2527.8,-6.7,-233.54,-286.36,10.22,8.71
1DQJ,67,-87.01,4199.33,741.71,-1701.19,-18405.06,1739.79,2343.91,-6.67,-147.09,-292.89,6.93,7.36
1DQJ,113,-77.75,8050.49,661.44,-1615.77,-17065.04,1558.44,2091.52,-7.11,-153.19,-291.15,13.06,6.99
1DQJ,81,-95.16,6315.88,729.99,-1855.01,-21190.88,1855.87,2550.4,-6.17,-163.86,-290.36,9.57,5.32
1DQJ,72,-83.94,5978.88,742.53,-1509.17,-22500.73,1418.75,2572.25,-4.69,-142.13,-283.01,14.76,7.95
1DQJ,96,-105.33,5775.06,846.07,-1715.85,-13248.36,1688.33,2592.62,-8.81,-187.19,-283.21,11.22,6.11
1DQJ,73,-76.44,3501.71,691.24,-1519.82,-25274.24,1520.6,2567.89,-8.13,-131.08,-296.2,7.9,5.39
1DQJ,72,-90.74,6090.77,775.41,-1506.82,-12901.35,1467.33,2636.93,-2.84,-177.22,-293.21,10,6.03
1DQJ,74,-80.36,4177.1,665.87,-1303.9,-31672.26,1276.35,2591.87,-7.16,-128.83,-297.65,1.75,8.62
1DQJ,111,-92.99,9206.06,686.88,-1808.67,-16693.91,1805.52,2378.57,-7.15,-166.75,-295.41,8.07,7.16
1DQJ,93,-90.02,4863.75,752.01,-1564.78,-14807.9,1537.34,2357.59,-5.4,-157.73,-290.72,8.56,7.46
1DQJ,63,-61.77,3419.41,636.36,-1293.97,-13544.58,1258.55,2485.83,-3.82,-109.15,-287.85,10,6.69
1DQJ,83,-88.21,3427.32,692.11,-1501.39,-45267.29,1496.59,2769.88,-8.15,-135.56,-290.22,13.67,7.75
1DQJ,77,-81.92,3883.05,795.42,-1540,-22599.86,1570.65,2367.71,-5.4,-136.86,-288.91,7.96,5.21
1DQJ,95,-87.37,6074.28,772.25,-1462.8,-38633.74,1465.45,2186.34,-8.8,-147.59,-285.53,7.69,7.77
1DQJ,47,-70.03,1393.36,701.4,-1339.35,-24300.14,1376.45,2287.78,-5.96,-105.46,-294.29,1.21,7.89
1DQJ,95,-90.25,5882.72,696.05,-1819.48,-16148.92,1791.53,1965.46,-8.53,-168.39,-294.36,10.47,8.97
1DQJ,91,-96.36,11229.52,745.59,-1606.19,-13891.08,1556.6,2527.08,-10.4,-177.66,-282.15,14.58,7.41
1DQJ,31,-47.55,2350.32,630.7,-640.56,-25470.71,633.63,2346.22,-1.53,-68.84,-302.59,0.82,8.22
1DQJ,59,-61.57,4717.17,645.34,-1012.01,-12507,970.61,1866.92,-5.1,-105.69,-289.75,9.66,7.87
1DQJ,108,-97.23,6605.12,741.79,-1715.37,-18479.89,1657.51,2353.16,-9.09,-162.85,-299.21,11.66,8.89
1DQJ,41,-60.01,2391.52,634.99,-1079.81,-15491.74,1136.56,1900.25,-5.08,-96.11,-293.54,4.08,8.38
1DQJ,104,-98.56,7758.77,810.75,-1643.89,-64548.18,1670.32,2774.18,-5.47,-166.84,-300.43,5.25,8.21
1DQJ,107,-100.16,6331.9,698.32,-1818.16,-43248.48,1787.99,2756.73,-8.35,-170.39,-286.61,18.24,7.87
1DQJ,57,-56.99,2506.66,613.36,-1157.94,-22686.19,1187.59,2504.12,-1.64,-95.9,-294.63,5.7,7.74
1DQJ,74,-88.84,4180.16,746.33,-1263.58,-15208.9,1250.55,2409.53,-4.3,-164.55,-287.01,7.6,8.92
1DQJ,72,-71.47,4503.21,643.68,-1296.41,-15529.68,1222.5,2156.79,-5.78,-112.93,-292.13,14.02,6.14
1DQJ,65,-69.76,2816.77,643.1,-1206.39,-18669.92,1168.41,2372.28,-4.01,-111.17,-297.36,6.24,6.25
1DQJ,90,-96.33,4892.72,769.48,-1883.1,-20814.58,1849,2486.23,-8.96,-169.6,-292.32,9.87,4.98
1DQJ,63,-68.26,3243.62,708.94,-1233.29,-18218.78,1252.79,2400.83,-5.59,-114.39,-293.12,6.35,6.74
1DQJ,106,-104.49,6588.36,706.55,-1610.93,-19310.36,1621.18,2334.49,-8.46,-173.56,-291.62,7.95,7.78
1DQJ,80,-69.73,5390.35,651.44,-1241.13,-18035,1216.39,2068.77,-4.38,-125.61,-295.47,-1.91,7.59
1DQJ,47,-60.34,2238.16,596.56,-1156.59,-27613.54,1168.88,2720.77,-4.1,-98.37,-296.91,9.51,6.69
1DQJ,32,-45.57,1152.75,637.86,-615,-27603.64,640.02,2498.37,-3.09,-62.34,-298.91,2.16,7.77
1DQJ,58,-59.63,4010.16,695.63,-872.79,-19425.94,876.65,1748.06,-2.29,-92.84,-296.16,-2.45,8.72
1DQJ,149,-121.2,10992.24,785.49,-1916.57,-18220.5,1842.41,2703.95,-10.12,-227.71,-283.87,18.2,6.83
1DQJ,66,-90.5,4400.05,706.11,-1214.8,-26993.09,1217.72,2395.07,-5.54,-134.45,-295.94,-3.83,8.62
1DQJ,63,-61.74,5167.84,641.94,-983.65,-13158.93,935.6,1898.54,-4.23,-109.13,-289.48,10.62,7.85
1DQJ,81,-69.74,5040,582.89,-1194.13,-16488.2,1164.6,2645.66,-5.33,-120.65,-288.98,4.83,8.36
1DQJ,63,-67.93,2980.54,813.76,-1349.62,-31449.56,1331,1952.2,-4.73,-108.52,-291.28,6.93,7.55
1DQJ,71,-71.47,5333.9,658.79,-1039.38,-16070.29,1075.3,2650.18,-5.06,-125.41,-294.08,6.39,8.06
1DQJ,65,-65.14,2929.97,664.82,-1107.24,-25161.71,1097.63,1975.98,-3.41,-100.44,-289.17,8.17,8.92
1DQJ,109,-103.35,5817.77,731.13,-1387.91,-26532.06,1447.22,2486.32,-6.53,-161.43,-294.91,-2.84,8.05
1DQJ,71,-66.79,5574.26,757.98,-1235.54,-18869.52,1265.29,2204.64,-5.25,-128.75,-293.66,10.08,6.35
1DQJ,90,-86.63,5862.41,700.18,-1577.04,-15041.7,1533.8,2360.17,-6.48,-156.39,-293.68,13.68,7.29
1DQJ,31,-54.18,1263.92,735.77,-912.26,-14547.18,902.12,1897.19,-7.27,-80.29,-294.13,2.32,6.67
1DQJ,84,-83.36,5180.14,704.3,-1207.21,-25054.7,1197.09,2420.23,-3.48,-137.86,-299.09,-6.47,7.88
1DQJ,53,-54.19,2081.57,648.35,-1221.43,-13727.66,1220.6,2070.93,-5.19,-96.61,-295.98,3.31,8.08
1DQJ,54,-66.06,4565.83,649.73,-1228.63,-15038.87,1173.72,2144.78,-6.76,-111.48,-295.95,10.06,7.47
1DQJ,65,-72.02,3915.27,634.98,-1380.99,-21297.12,1382.12,2371.6,-3.85,-122.84,-291.15,6.18,7.8
1DQJ,27,-50.64,1216.91,676.13,-773.84,-22166.18,749.09,2553.31,-4.87,-70.48,-291.59,5.48,7.84
1DQJ,81,-61.53,6268.5,542.71,-1262.07,-30590.75,1210.7,2618.47,-5.4,-124.78,-298.46,4.93,8.6
1DQJ,53,-58.12,3000.88,693.93,-854.37,-13982.82,860.18,2343.43,-0.89,-92.69,-289.22,5.46,8.19
